Number of batches:  53220
[train] epoch=2 step=142000 loss=2.1225 lr=9.67e-04
[train] epoch=2 step=142050 loss=2.0915 lr=9.67e-04
[train] epoch=2 step=142100 loss=2.1226 lr=9.67e-04
[train] epoch=2 step=142150 loss=2.0354 lr=9.67e-04
[train] epoch=2 step=142200 loss=2.1381 lr=9.67e-04
[train] epoch=2 step=142250 loss=2.2804 lr=9.67e-04
[train] epoch=2 step=142300 loss=2.1916 lr=9.67e-04
[train] epoch=2 step=142350 loss=2.0787 lr=9.67e-04
[train] epoch=2 step=142400 loss=2.1246 lr=9.67e-04
[train] epoch=2 step=142450 loss=2.0768 lr=9.67e-04
[train] epoch=2 step=142500 loss=2.2223 lr=9.67e-04
[train] epoch=2 step=142550 loss=2.0744 lr=9.67e-04
[train] epoch=2 step=142600 loss=2.2041 lr=9.67e-04
[train] epoch=2 step=142650 loss=2.1428 lr=9.67e-04
[train] epoch=2 step=142700 loss=2.0294 lr=9.67e-04
[train] epoch=2 step=142750 loss=2.0488 lr=9.67e-04
[train] epoch=2 step=142800 loss=2.1060 lr=9.67e-04
[train] epoch=2 step=142850 loss=2.1137 lr=9.67e-04
[train] epoch=2 step=142900 loss=2.0407 lr=9.67e-04
[train] epoch=2 step=142950 loss=2.1579 lr=9.67e-04
[train] epoch=2 step=143000 loss=2.1540 lr=9.67e-04
[train] epoch=2 step=143050 loss=2.1456 lr=9.67e-04
[train] epoch=2 step=143100 loss=2.1818 lr=9.67e-04
[train] epoch=2 step=143150 loss=2.1454 lr=9.67e-04
[train] epoch=2 step=143200 loss=2.1327 lr=9.67e-04
[train] epoch=2 step=143250 loss=2.0459 lr=9.67e-04
[train] epoch=2 step=143300 loss=2.1426 lr=9.67e-04
[train] epoch=2 step=143350 loss=2.1234 lr=9.67e-04
[train] epoch=2 step=143400 loss=2.0964 lr=9.67e-04
[train] epoch=2 step=143450 loss=2.1448 lr=9.67e-04
[train] epoch=2 step=143500 loss=2.1740 lr=9.67e-04
[train] epoch=2 step=143550 loss=2.1174 lr=9.67e-04
[train] epoch=2 step=143600 loss=2.1616 lr=9.67e-04
[train] epoch=2 step=143650 loss=2.2128 lr=9.67e-04
[train] epoch=2 step=143700 loss=2.1734 lr=9.67e-04
[train] epoch=2 step=143750 loss=2.0394 lr=9.67e-04
[train] epoch=2 step=143800 loss=1.9711 lr=9.67e-04
[train] epoch=2 step=143850 loss=2.0816 lr=9.67e-04
[train] epoch=2 step=143900 loss=2.0272 lr=9.67e-04
[train] epoch=2 step=143950 loss=2.0848 lr=9.67e-04
[train] epoch=2 step=144000 loss=2.0825 lr=9.67e-04
[train] epoch=2 step=144050 loss=2.1271 lr=9.67e-04
[train] epoch=2 step=144100 loss=2.1430 lr=9.67e-04
[train] epoch=2 step=144150 loss=1.9589 lr=9.67e-04
[train] epoch=2 step=144200 loss=2.1242 lr=9.67e-04
[train] epoch=2 step=144250 loss=2.1140 lr=9.67e-04
[train] epoch=2 step=144300 loss=2.1522 lr=9.67e-04
[train] epoch=2 step=144350 loss=2.1239 lr=9.67e-04
[train] epoch=2 step=144400 loss=2.0496 lr=9.67e-04
[train] epoch=2 step=144450 loss=2.1498 lr=9.67e-04
[train] epoch=2 step=144500 loss=2.1733 lr=9.67e-04
[train] epoch=2 step=144550 loss=2.1284 lr=9.67e-04
[train] epoch=2 step=144600 loss=2.0202 lr=9.67e-04
[train] epoch=2 step=144650 loss=2.1353 lr=9.67e-04
[train] epoch=2 step=144700 loss=2.2158 lr=9.67e-04
[train] epoch=2 step=144750 loss=2.1367 lr=9.67e-04
[train] epoch=2 step=144800 loss=2.1348 lr=9.67e-04
[train] epoch=2 step=144850 loss=2.1302 lr=9.67e-04
[train] epoch=2 step=144900 loss=2.1540 lr=9.67e-04
[train] epoch=2 step=144950 loss=2.1713 lr=9.67e-04
[train] epoch=2 step=145000 loss=2.0563 lr=9.67e-04
[train] epoch=2 step=145050 loss=2.0251 lr=9.67e-04
[train] epoch=2 step=145100 loss=2.1230 lr=9.67e-04
[train] epoch=2 step=145150 loss=2.1787 lr=9.67e-04
[train] epoch=2 step=145200 loss=2.0475 lr=9.67e-04
[train] epoch=2 step=145250 loss=2.1249 lr=9.67e-04
[train] epoch=2 step=145300 loss=2.1982 lr=9.67e-04
[train] epoch=2 step=145350 loss=2.0834 lr=9.67e-04
[train] epoch=2 step=145400 loss=2.1561 lr=9.67e-04
[train] epoch=2 step=145450 loss=2.0495 lr=9.67e-04
[train] epoch=2 step=145500 loss=2.1382 lr=9.67e-04
[train] epoch=2 step=145550 loss=2.1056 lr=9.67e-04
[train] epoch=2 step=145600 loss=2.2089 lr=9.67e-04
[train] epoch=2 step=145650 loss=2.1633 lr=9.67e-04
[train] epoch=2 step=145700 loss=2.0871 lr=9.67e-04
[train] epoch=2 step=145750 loss=2.1977 lr=9.67e-04
[train] epoch=2 step=145800 loss=2.0388 lr=9.67e-04
[train] epoch=2 step=145850 loss=2.1761 lr=9.67e-04
[train] epoch=2 step=145900 loss=2.2018 lr=9.67e-04
[train] epoch=2 step=145950 loss=2.0574 lr=9.67e-04
[train] epoch=2 step=146000 loss=2.1070 lr=9.67e-04
[train] epoch=2 step=146050 loss=2.2105 lr=9.67e-04
[train] epoch=2 step=146100 loss=2.0907 lr=9.67e-04
[train] epoch=2 step=146150 loss=2.2304 lr=9.67e-04
[train] epoch=2 step=146200 loss=2.1208 lr=9.67e-04
[train] epoch=2 step=146250 loss=2.0979 lr=9.67e-04
[train] epoch=2 step=146300 loss=2.0177 lr=9.67e-04
[train] epoch=2 step=146350 loss=2.1894 lr=9.67e-04
[train] epoch=2 step=146400 loss=2.1629 lr=9.67e-04
[train] epoch=2 step=146450 loss=2.0329 lr=9.67e-04
[train] epoch=2 step=146500 loss=2.0439 lr=9.67e-04
[train] epoch=2 step=146550 loss=2.0839 lr=9.67e-04
[train] epoch=2 step=146600 loss=2.1712 lr=9.67e-04
[train] epoch=2 step=146650 loss=1.9698 lr=9.67e-04
[train] epoch=2 step=146700 loss=2.0800 lr=9.67e-04
[train] epoch=2 step=146750 loss=2.1140 lr=9.67e-04
[train] epoch=2 step=146800 loss=2.1576 lr=9.67e-04
[train] epoch=2 step=146850 loss=2.1915 lr=9.67e-04
[train] epoch=2 step=146900 loss=2.0859 lr=9.67e-04
[train] epoch=2 step=146950 loss=2.0447 lr=9.66e-04
[train] epoch=2 step=147000 loss=2.0683 lr=9.66e-04
[train] epoch=2 step=147050 loss=2.2331 lr=9.66e-04
[train] epoch=2 step=147100 loss=2.1267 lr=9.66e-04
[train] epoch=2 step=147150 loss=2.0894 lr=9.66e-04
[train] epoch=2 step=147200 loss=2.1449 lr=9.66e-04
[train] epoch=2 step=147250 loss=2.1114 lr=9.66e-04
[train] epoch=2 step=147300 loss=2.1247 lr=9.66e-04
[train] epoch=2 step=147350 loss=2.1559 lr=9.66e-04
[train] epoch=2 step=147400 loss=2.1173 lr=9.66e-04
[train] epoch=2 step=147450 loss=2.1383 lr=9.66e-04
[train] epoch=2 step=147500 loss=2.1933 lr=9.66e-04
[train] epoch=2 step=147550 loss=2.0607 lr=9.66e-04
[train] epoch=2 step=147600 loss=2.1929 lr=9.66e-04
[train] epoch=2 step=147650 loss=1.9959 lr=9.66e-04
[train] epoch=2 step=147700 loss=2.2019 lr=9.66e-04
[train] epoch=2 step=147750 loss=2.1909 lr=9.66e-04
[train] epoch=2 step=147800 loss=2.2187 lr=9.66e-04
[train] epoch=2 step=147850 loss=2.1207 lr=9.66e-04
[train] epoch=2 step=147900 loss=2.1668 lr=9.66e-04
[train] epoch=2 step=147950 loss=2.0931 lr=9.66e-04
[train] epoch=2 step=148000 loss=2.1862 lr=9.66e-04
[train] epoch=2 step=148050 loss=2.2928 lr=9.66e-04
[train] epoch=2 step=148100 loss=2.1672 lr=9.66e-04
[train] epoch=2 step=148150 loss=2.0983 lr=9.66e-04
[train] epoch=2 step=148200 loss=2.0579 lr=9.66e-04
[train] epoch=2 step=148250 loss=2.0812 lr=9.66e-04
[train] epoch=2 step=148300 loss=2.1310 lr=9.66e-04
[train] epoch=2 step=148350 loss=2.1267 lr=9.66e-04
[train] epoch=2 step=148400 loss=2.1541 lr=9.66e-04
[train] epoch=2 step=148450 loss=2.1994 lr=9.66e-04
[train] epoch=2 step=148500 loss=2.1631 lr=9.66e-04
[train] epoch=2 step=148550 loss=2.1725 lr=9.66e-04
[train] epoch=2 step=148600 loss=2.1873 lr=9.66e-04
[train] epoch=2 step=148650 loss=2.0379 lr=9.66e-04
[train] epoch=2 step=148700 loss=2.1599 lr=9.66e-04
[train] epoch=2 step=148750 loss=2.0504 lr=9.66e-04
[train] epoch=2 step=148800 loss=2.2299 lr=9.66e-04
[train] epoch=2 step=148850 loss=2.1034 lr=9.66e-04
[train] epoch=2 step=148900 loss=2.0822 lr=9.66e-04
[train] epoch=2 step=148950 loss=2.1702 lr=9.66e-04
[train] epoch=2 step=149000 loss=2.2051 lr=9.66e-04
[train] epoch=2 step=149050 loss=2.1467 lr=9.66e-04
[train] epoch=2 step=149100 loss=2.1074 lr=9.66e-04
[train] epoch=2 step=149150 loss=2.0660 lr=9.66e-04
[train] epoch=2 step=149200 loss=2.1417 lr=9.66e-04
[train] epoch=2 step=149250 loss=2.1947 lr=9.66e-04
[train] epoch=2 step=149300 loss=2.0906 lr=9.66e-04
[train] epoch=2 step=149350 loss=2.1366 lr=9.66e-04
[train] epoch=2 step=149400 loss=2.1958 lr=9.66e-04
[train] epoch=2 step=149450 loss=2.1697 lr=9.66e-04
[train] epoch=2 step=149500 loss=2.0837 lr=9.66e-04
[train] epoch=2 step=149550 loss=2.1493 lr=9.66e-04
[train] epoch=2 step=149600 loss=2.0789 lr=9.66e-04
[train] epoch=2 step=149650 loss=2.1556 lr=9.66e-04
[train] epoch=2 step=149700 loss=2.2358 lr=9.66e-04
[train] epoch=2 step=149750 loss=2.0387 lr=9.66e-04
[train] epoch=2 step=149800 loss=2.0743 lr=9.66e-04
[train] epoch=2 step=149850 loss=2.1481 lr=9.66e-04
[train] epoch=2 step=149900 loss=2.0753 lr=9.66e-04
[train] epoch=2 step=149950 loss=2.1483 lr=9.66e-04
[train] epoch=2 step=150000 loss=2.1533 lr=9.66e-04
[train] epoch=2 step=150050 loss=2.1419 lr=9.66e-04
[train] epoch=2 step=150100 loss=2.1878 lr=9.66e-04
[train] epoch=2 step=150150 loss=2.2557 lr=9.66e-04
[train] epoch=2 step=150200 loss=2.0729 lr=9.66e-04
[train] epoch=2 step=150250 loss=2.0581 lr=9.66e-04
[train] epoch=2 step=150300 loss=2.1276 lr=9.66e-04
[train] epoch=2 step=150350 loss=2.1382 lr=9.66e-04
[train] epoch=2 step=150400 loss=2.0564 lr=9.66e-04
[train] epoch=2 step=150450 loss=2.0633 lr=9.66e-04
[train] epoch=2 step=150500 loss=2.1395 lr=9.66e-04
[train] epoch=2 step=150550 loss=2.1790 lr=9.66e-04
[train] epoch=2 step=150600 loss=2.1880 lr=9.66e-04
[train] epoch=2 step=150650 loss=2.0706 lr=9.66e-04
[train] epoch=2 step=150700 loss=2.0500 lr=9.66e-04
[train] epoch=2 step=150750 loss=2.2418 lr=9.66e-04
[train] epoch=2 step=150800 loss=2.0952 lr=9.66e-04
[train] epoch=2 step=150850 loss=2.1157 lr=9.66e-04
[train] epoch=2 step=150900 loss=2.1349 lr=9.66e-04
[train] epoch=2 step=150950 loss=2.3104 lr=9.66e-04
[train] epoch=2 step=151000 loss=2.1671 lr=9.66e-04
[train] epoch=2 step=151050 loss=2.1787 lr=9.66e-04
[train] epoch=2 step=151100 loss=2.1012 lr=9.66e-04
[train] epoch=2 step=151150 loss=2.1419 lr=9.66e-04
[train] epoch=2 step=151200 loss=2.1638 lr=9.66e-04
[train] epoch=2 step=151250 loss=2.1452 lr=9.66e-04
[train] epoch=2 step=151300 loss=2.0923 lr=9.66e-04
[train] epoch=2 step=151350 loss=2.1562 lr=9.66e-04
[train] epoch=2 step=151400 loss=2.1360 lr=9.66e-04
[train] epoch=2 step=151450 loss=2.2349 lr=9.66e-04
[train] epoch=2 step=151500 loss=2.1509 lr=9.66e-04
[train] epoch=2 step=151550 loss=2.1648 lr=9.66e-04
[train] epoch=2 step=151600 loss=2.0068 lr=9.66e-04
[train] epoch=2 step=151650 loss=2.1284 lr=9.66e-04
[train] epoch=2 step=151700 loss=2.1710 lr=9.66e-04
[train] epoch=2 step=151750 loss=2.0248 lr=9.66e-04
[train] epoch=2 step=151800 loss=2.0911 lr=9.66e-04
[train] epoch=2 step=151850 loss=2.0397 lr=9.66e-04
[train] epoch=2 step=151900 loss=2.1153 lr=9.66e-04
[train] epoch=2 step=151950 loss=2.0530 lr=9.66e-04
[train] epoch=2 step=152000 loss=2.2838 lr=9.66e-04
[train] epoch=2 step=152050 loss=2.1939 lr=9.66e-04
[train] epoch=2 step=152100 loss=2.1059 lr=9.66e-04
[train] epoch=2 step=152150 loss=2.2248 lr=9.66e-04
[train] epoch=2 step=152200 loss=2.1794 lr=9.66e-04
[train] epoch=2 step=152250 loss=2.1508 lr=9.66e-04
[train] epoch=2 step=152300 loss=2.2023 lr=9.66e-04
[train] epoch=2 step=152350 loss=2.1847 lr=9.66e-04
[train] epoch=2 step=152400 loss=2.0169 lr=9.66e-04
[train] epoch=2 step=152450 loss=2.1297 lr=9.66e-04
[train] epoch=2 step=152500 loss=2.1514 lr=9.66e-04
[train] epoch=2 step=152550 loss=2.2303 lr=9.66e-04
[train] epoch=2 step=152600 loss=2.0895 lr=9.66e-04
[train] epoch=2 step=152650 loss=1.9894 lr=9.66e-04
[train] epoch=2 step=152700 loss=2.1897 lr=9.66e-04
[train] epoch=2 step=152750 loss=2.1141 lr=9.66e-04
[train] epoch=2 step=152800 loss=2.1563 lr=9.66e-04
[train] epoch=2 step=152850 loss=2.2126 lr=9.66e-04
[train] epoch=2 step=152900 loss=2.2307 lr=9.66e-04
[train] epoch=2 step=152950 loss=2.1677 lr=9.66e-04
[train] epoch=2 step=153000 loss=2.1438 lr=9.66e-04
[train] epoch=2 step=153050 loss=2.2053 lr=9.66e-04
[train] epoch=2 step=153100 loss=2.2133 lr=9.66e-04
[train] epoch=2 step=153150 loss=2.1537 lr=9.66e-04
[train] epoch=2 step=153200 loss=2.1148 lr=9.66e-04
[train] epoch=2 step=153250 loss=2.1896 lr=9.66e-04
[train] epoch=2 step=153300 loss=2.0531 lr=9.66e-04
[train] epoch=2 step=153350 loss=1.9626 lr=9.66e-04
[train] epoch=2 step=153400 loss=2.1331 lr=9.66e-04
[train] epoch=2 step=153450 loss=2.0694 lr=9.66e-04
[train] epoch=2 step=153500 loss=2.1399 lr=9.66e-04
[train] epoch=2 step=153550 loss=2.1252 lr=9.66e-04
[train] epoch=2 step=153600 loss=2.0714 lr=9.66e-04
[train] epoch=2 step=153650 loss=2.2026 lr=9.66e-04
[train] epoch=2 step=153700 loss=2.2133 lr=9.66e-04
[train] epoch=2 step=153750 loss=2.1701 lr=9.66e-04
[train] epoch=2 step=153800 loss=2.1188 lr=9.66e-04
[train] epoch=2 step=153850 loss=2.0984 lr=9.66e-04
[train] epoch=2 step=153900 loss=2.1783 lr=9.66e-04
[train] epoch=2 step=153950 loss=2.1274 lr=9.66e-04
[train] epoch=2 step=154000 loss=2.1402 lr=9.66e-04
[train] epoch=2 step=154050 loss=2.1584 lr=9.66e-04
[train] epoch=2 step=154100 loss=2.1401 lr=9.66e-04
[train] epoch=2 step=154150 loss=2.3415 lr=9.66e-04
[train] epoch=2 step=154200 loss=2.1208 lr=9.66e-04
[train] epoch=2 step=154250 loss=2.1957 lr=9.66e-04
[train] epoch=2 step=154300 loss=2.1065 lr=9.66e-04
[train] epoch=2 step=154350 loss=2.1577 lr=9.66e-04
[train] epoch=2 step=154400 loss=2.1631 lr=9.66e-04
[train] epoch=2 step=154450 loss=2.1011 lr=9.66e-04
[train] epoch=2 step=154500 loss=2.0881 lr=9.66e-04
[train] epoch=2 step=154550 loss=2.1329 lr=9.66e-04
[train] epoch=2 step=154600 loss=2.0534 lr=9.66e-04
[train] epoch=2 step=154650 loss=2.0887 lr=9.66e-04
[train] epoch=2 step=154700 loss=2.0727 lr=9.66e-04
[train] epoch=2 step=154750 loss=2.1860 lr=9.66e-04
[train] epoch=2 step=154800 loss=2.1615 lr=9.66e-04
[train] epoch=2 step=154850 loss=2.2355 lr=9.66e-04
[train] epoch=2 step=154900 loss=2.0618 lr=9.66e-04
[train] epoch=2 step=154950 loss=2.1788 lr=9.66e-04
[train] epoch=2 step=155000 loss=2.1643 lr=9.66e-04
[train] epoch=2 step=155050 loss=2.1286 lr=9.66e-04
[train] epoch=2 step=155100 loss=2.1966 lr=9.66e-04
[train] epoch=2 step=155150 loss=2.2201 lr=9.66e-04
[train] epoch=2 step=155200 loss=2.1604 lr=9.66e-04
[train] epoch=2 step=155250 loss=2.0257 lr=9.66e-04
[train] epoch=2 step=155300 loss=2.1437 lr=9.66e-04
[train] epoch=2 step=155350 loss=2.0115 lr=9.66e-04
[train] epoch=2 step=155400 loss=2.1674 lr=9.66e-04
[train] epoch=2 step=155450 loss=2.2005 lr=9.66e-04
[train] epoch=2 step=155500 loss=2.1983 lr=9.66e-04
[train] epoch=2 step=155550 loss=2.0928 lr=9.66e-04
[train] epoch=2 step=155600 loss=2.1706 lr=9.66e-04
[train] epoch=2 step=155650 loss=2.0659 lr=9.66e-04
[train] epoch=2 step=155700 loss=2.1167 lr=9.66e-04
[train] epoch=2 step=155750 loss=2.1279 lr=9.66e-04
[train] epoch=2 step=155800 loss=2.1025 lr=9.66e-04
[train] epoch=2 step=155850 loss=2.0252 lr=9.66e-04
[train] epoch=2 step=155900 loss=2.1157 lr=9.66e-04
[train] epoch=2 step=155950 loss=2.1770 lr=9.66e-04
[train] epoch=2 step=156000 loss=2.1165 lr=9.66e-04
[train] epoch=2 step=156050 loss=2.2088 lr=9.66e-04
[train] epoch=2 step=156100 loss=2.0757 lr=9.66e-04
[train] epoch=2 step=156150 loss=2.0962 lr=9.66e-04
[train] epoch=2 step=156200 loss=2.1336 lr=9.66e-04
[train] epoch=2 step=156250 loss=2.1835 lr=9.66e-04
[train] epoch=2 step=156300 loss=2.0454 lr=9.66e-04
[train] epoch=2 step=156350 loss=2.1826 lr=9.66e-04
[train] epoch=2 step=156400 loss=2.1646 lr=9.66e-04
[train] epoch=2 step=156450 loss=2.0802 lr=9.66e-04
[train] epoch=2 step=156500 loss=2.0623 lr=9.66e-04
[train] epoch=2 step=156550 loss=2.2748 lr=9.66e-04
[train] epoch=2 step=156600 loss=2.1445 lr=9.66e-04
[train] epoch=2 step=156650 loss=2.2416 lr=9.66e-04
[train] epoch=2 step=156700 loss=2.0832 lr=9.66e-04
[train] epoch=2 step=156750 loss=2.1292 lr=9.66e-04
[train] epoch=2 step=156800 loss=2.2121 lr=9.66e-04
[train] epoch=2 step=156850 loss=2.2056 lr=9.66e-04
[train] epoch=2 step=156900 loss=2.2290 lr=9.66e-04
[train] epoch=2 step=156950 loss=2.0396 lr=9.66e-04
[train] epoch=2 step=157000 loss=2.0864 lr=9.66e-04
[train] epoch=2 step=157050 loss=2.1544 lr=9.66e-04
[train] epoch=2 step=157100 loss=2.1503 lr=9.66e-04
[train] epoch=2 step=157150 loss=2.1718 lr=9.65e-04
[train] epoch=2 step=157200 loss=2.1259 lr=9.65e-04
[train] epoch=2 step=157250 loss=2.1837 lr=9.65e-04
[train] epoch=2 step=157300 loss=2.1817 lr=9.65e-04
[train] epoch=2 step=157350 loss=2.1091 lr=9.65e-04
[train] epoch=2 step=157400 loss=2.2562 lr=9.65e-04
[train] epoch=2 step=157450 loss=2.2676 lr=9.65e-04
[train] epoch=2 step=157500 loss=2.0359 lr=9.65e-04
[train] epoch=2 step=157550 loss=2.2985 lr=9.65e-04
[train] epoch=2 step=157600 loss=2.0337 lr=9.65e-04
[train] epoch=2 step=157650 loss=2.1153 lr=9.65e-04
[train] epoch=2 step=157700 loss=2.2335 lr=9.65e-04
[train] epoch=2 step=157750 loss=2.1538 lr=9.65e-04
[train] epoch=2 step=157800 loss=2.0707 lr=9.65e-04
[train] epoch=2 step=157850 loss=2.0193 lr=9.65e-04
[train] epoch=2 step=157900 loss=2.1723 lr=9.65e-04
[train] epoch=2 step=157950 loss=2.1277 lr=9.65e-04
[train] epoch=2 step=158000 loss=2.0870 lr=9.65e-04
[train] epoch=2 step=158050 loss=2.0732 lr=9.65e-04
[train] epoch=2 step=158100 loss=2.2041 lr=9.65e-04
[train] epoch=2 step=158150 loss=2.1036 lr=9.65e-04
[train] epoch=2 step=158200 loss=2.0403 lr=9.65e-04
[train] epoch=2 step=158250 loss=2.1439 lr=9.65e-04
[train] epoch=2 step=158300 loss=2.1210 lr=9.65e-04
[train] epoch=2 step=158350 loss=2.1320 lr=9.65e-04
[train] epoch=2 step=158400 loss=2.1840 lr=9.65e-04
[train] epoch=2 step=158450 loss=2.1222 lr=9.65e-04
[train] epoch=2 step=158500 loss=2.1621 lr=9.65e-04
[train] epoch=2 step=158550 loss=2.1172 lr=9.65e-04
[train] epoch=2 step=158600 loss=2.1264 lr=9.65e-04
[train] epoch=2 step=158650 loss=2.0871 lr=9.65e-04
[train] epoch=2 step=158700 loss=2.2665 lr=9.65e-04
[train] epoch=2 step=158750 loss=2.1629 lr=9.65e-04
[train] epoch=2 step=158800 loss=2.1290 lr=9.65e-04
[train] epoch=2 step=158850 loss=2.0804 lr=9.65e-04
[train] epoch=2 step=158900 loss=2.1153 lr=9.65e-04
[train] epoch=2 step=158950 loss=2.0022 lr=9.65e-04
[train] epoch=2 step=159000 loss=2.1601 lr=9.65e-04
[train] epoch=2 step=159050 loss=2.1299 lr=9.65e-04
[train] epoch=2 step=159100 loss=2.1479 lr=9.65e-04
[train] epoch=2 step=159150 loss=2.2117 lr=9.65e-04
[train] epoch=2 step=159200 loss=2.1156 lr=9.65e-04
[train] epoch=2 step=159250 loss=2.2297 lr=9.65e-04
[train] epoch=2 step=159300 loss=2.1528 lr=9.65e-04
[train] epoch=2 step=159350 loss=2.1382 lr=9.65e-04
[train] epoch=2 step=159400 loss=2.1554 lr=9.65e-04
[train] epoch=2 step=159450 loss=2.0999 lr=9.65e-04
[train] epoch=2 step=159500 loss=2.1509 lr=9.65e-04
[train] epoch=2 step=159550 loss=2.1853 lr=9.65e-04
[train] epoch=2 step=159600 loss=2.1113 lr=9.65e-04
[train] epoch=2 step=159650 loss=2.1675 lr=9.65e-04
[val] epoch=2 val_loss=3.8233
[train] epoch=3 step=159700 loss=2.2768 lr=9.65e-04
[train] epoch=3 step=159750 loss=2.1968 lr=9.65e-04
[train] epoch=3 step=159800 loss=2.1348 lr=9.65e-04
[train] epoch=3 step=159850 loss=2.1931 lr=9.65e-04
[train] epoch=3 step=159900 loss=2.1272 lr=9.65e-04
[train] epoch=3 step=159950 loss=2.1663 lr=9.65e-04
[train] epoch=3 step=160000 loss=2.2057 lr=9.65e-04
[train] epoch=3 step=160050 loss=2.1248 lr=9.65e-04
[train] epoch=3 step=160100 loss=2.1634 lr=9.65e-04
[train] epoch=3 step=160150 loss=2.2087 lr=9.65e-04
[train] epoch=3 step=160200 loss=2.2154 lr=9.65e-04
[train] epoch=3 step=160250 loss=2.0906 lr=9.65e-04
[train] epoch=3 step=160300 loss=2.1917 lr=9.65e-04
[train] epoch=3 step=160350 loss=2.1160 lr=9.65e-04
[train] epoch=3 step=160400 loss=2.2548 lr=9.65e-04
[train] epoch=3 step=160450 loss=2.1842 lr=9.65e-04
[train] epoch=3 step=160500 loss=2.0607 lr=9.65e-04
[train] epoch=3 step=160550 loss=2.1316 lr=9.65e-04
[train] epoch=3 step=160600 loss=2.1674 lr=9.65e-04
[train] epoch=3 step=160650 loss=2.0883 lr=9.65e-04
[train] epoch=3 step=160700 loss=2.1517 lr=9.65e-04
[train] epoch=3 step=160750 loss=2.1790 lr=9.65e-04
[train] epoch=3 step=160800 loss=2.2569 lr=9.65e-04
[train] epoch=3 step=160850 loss=2.1074 lr=9.65e-04
[train] epoch=3 step=160900 loss=2.0326 lr=9.65e-04
[train] epoch=3 step=160950 loss=2.2272 lr=9.65e-04
[train] epoch=3 step=161000 loss=2.1224 lr=9.65e-04
[train] epoch=3 step=161050 loss=2.0878 lr=9.65e-04
[train] epoch=3 step=161100 loss=2.1945 lr=9.65e-04
[train] epoch=3 step=161150 loss=2.1627 lr=9.65e-04
[train] epoch=3 step=161200 loss=2.1875 lr=9.65e-04
[train] epoch=3 step=161250 loss=2.1542 lr=9.65e-04
[train] epoch=3 step=161300 loss=2.1828 lr=9.65e-04
[train] epoch=3 step=161350 loss=2.1422 lr=9.65e-04
[train] epoch=3 step=161400 loss=2.1337 lr=9.65e-04
[train] epoch=3 step=161450 loss=2.0741 lr=9.65e-04
[train] epoch=3 step=161500 loss=2.1624 lr=9.65e-04
[train] epoch=3 step=161550 loss=2.0251 lr=9.65e-04
[train] epoch=3 step=161600 loss=2.2569 lr=9.65e-04
[train] epoch=3 step=161650 loss=2.1159 lr=9.65e-04
[train] epoch=3 step=161700 loss=2.1356 lr=9.65e-04
[train] epoch=3 step=161750 loss=2.0469 lr=9.65e-04
[train] epoch=3 step=161800 loss=2.2947 lr=9.65e-04
[train] epoch=3 step=161850 loss=2.2739 lr=9.65e-04
[train] epoch=3 step=161900 loss=2.1927 lr=9.65e-04
[train] epoch=3 step=161950 loss=2.0537 lr=9.65e-04
[train] epoch=3 step=162000 loss=2.0583 lr=9.65e-04
[train] epoch=3 step=162050 loss=2.2280 lr=9.65e-04
[train] epoch=3 step=162100 loss=1.9995 lr=9.65e-04
[train] epoch=3 step=162150 loss=2.1338 lr=9.65e-04
[train] epoch=3 step=162200 loss=2.2941 lr=9.65e-04
[train] epoch=3 step=162250 loss=2.0593 lr=9.65e-04
[train] epoch=3 step=162300 loss=2.1306 lr=9.65e-04
[train] epoch=3 step=162350 loss=2.1081 lr=9.65e-04
[train] epoch=3 step=162400 loss=2.1961 lr=9.65e-04
[train] epoch=3 step=162450 loss=2.0878 lr=9.65e-04
[train] epoch=3 step=162500 loss=2.0883 lr=9.65e-04
[train] epoch=3 step=162550 loss=2.3295 lr=9.65e-04
[train] epoch=3 step=162600 loss=2.0165 lr=9.65e-04
[train] epoch=3 step=162650 loss=2.1487 lr=9.65e-04
[train] epoch=3 step=162700 loss=2.0009 lr=9.65e-04
[train] epoch=3 step=162750 loss=2.2602 lr=9.65e-04
[train] epoch=3 step=162800 loss=2.1490 lr=9.65e-04
[train] epoch=3 step=162850 loss=2.0586 lr=9.65e-04
[train] epoch=3 step=162900 loss=2.1476 lr=9.65e-04
[train] epoch=3 step=162950 loss=2.0482 lr=9.65e-04
[train] epoch=3 step=163000 loss=2.2585 lr=9.65e-04
[train] epoch=3 step=163050 loss=2.2190 lr=9.65e-04
[train] epoch=3 step=163100 loss=2.0698 lr=9.65e-04
[train] epoch=3 step=163150 loss=1.9671 lr=9.65e-04
[train] epoch=3 step=163200 loss=2.0719 lr=9.65e-04
[train] epoch=3 step=163250 loss=2.0413 lr=9.65e-04
[train] epoch=3 step=163300 loss=2.1474 lr=9.65e-04
[train] epoch=3 step=163350 loss=2.2107 lr=9.65e-04
[train] epoch=3 step=163400 loss=2.1530 lr=9.65e-04
[train] epoch=3 step=163450 loss=2.1097 lr=9.65e-04
[train] epoch=3 step=163500 loss=2.0380 lr=9.65e-04
[train] epoch=3 step=163550 loss=2.0970 lr=9.65e-04
[train] epoch=3 step=163600 loss=2.1183 lr=9.65e-04
[train] epoch=3 step=163650 loss=2.0406 lr=9.65e-04
[train] epoch=3 step=163700 loss=2.0748 lr=9.65e-04
[train] epoch=3 step=163750 loss=2.2813 lr=9.65e-04
